タイトル,レビュー,カテゴリー,星数,参考になった数
買って損なし,"買って損なし
とても、気に入りました。",5,5.0,0
アイスコーヒーが好きになりました。,"アイスコーヒーが好きになりました。
本来はホット派ですが妻のためにアイスコーヒーメーカーを買って見ました。香りがとてもよくて美味しいアイスコーヒーが出来ます。水のメモリが右側面に付いているので、注水は左手で行わなくてはなりません。氷のミニトングが欲しかった。
","1,4",3.0,1
美味しい,"美味しい
安いコーヒー豆でも美味しく感じています。ただお手入れが少し面倒でいつも水洗いで済ませています。
",1,4.0,3
便利です,"便利です
リモートで家でコーヒーを飲むのに欲しくて購入しました。
飲みきりの量が作れて便利ですが水位が右奥でさほど広くないキッチンで壁側に寄せると見にくいのが難点でしょうか。
また氷は入れたままだと薄くなる気がします。
",1,4.0,2
満足,"満足
コーヒーを入れる水のタンクに、入れづらい以外は、特になんの問題も、ありません。この値段ならほんとお得です。","1,3",5.0,0
サイズ感、使いやすさは評価高,"サイズ感、使いやすさは評価高
サイズ感、使いやすさはいいと思います。注水メモリは光の加減で見にくいかもしれません。ひとつ残念だったのは、開封してすぐ気づけばよかったのですが、付属品(計量スプーン他)が入っていなく残念でした。メーカーの入れ忘れ？新古品？
購入店からの連絡を頂き、中古品のため付属品はなく、販売の表示にも付属品の記載をしていないことを連絡を頂きました。大変失礼いたしました。","1,6",3.0,0
さすがサーモス,"さすがサーモス
いつまでも熱いコーヒーが飲めました",1,5.0,0
良かった！,"良かった！
見た目もオシャレで満足～",1,5.0,0
まあまあ,"まあまあ
少し垂れるのが気になるが
問題ない
",1,4.0,2
使いやすいです。,"使いやすいです。
安価なのにコーヒーの味がまろやかで保温性に優れた商品です。
ただしタンクの給水ラインが、私はブラックの製品を購入した為かどこまで給水したのかが非常に分かりにくいです。","1,3",4.0,0
すぐ壊れた,"すぐ壊れた
値段も機能も手軽で良かったが1週間もたたずに壊れた。残念。","1,3",2.0,0
楽しいです,"楽しいです
故障の対応は早かったです。
",6,3.0,1
生活が変わった,"生活が変わった
全自動のものも持ってますが、やはりスッキリしすぎるので、手動ミルで挽いたほうが美味しいです。
なんとか楽にならないか考えたところ、こちらを購入、とても楽になりました。
こういった機械でお湯を自動で入れるメリットは、楽なのもそうですが、1番は入れた方を完全に固定できるところです。
豆の種類によって味は変わりますが、お湯のいれかたでも変化するので、それを固定させることで豆の違いがわかりやすいです。
これからコーヒーを淹れてみたい方にぜひオススメです。
",1,5.0,1
美味しい‼︎,"美味しい‼︎
この値段で美味しいアイスコーヒー飲めるのなら言うことなしでした。買って良かった◎
",3,5.0,3
保温にかかる電気代が節電,"保温にかかる電気代が節電
最初に使い初めた時、サーモスなのにコーヒーが冷めるのが早いと感じた。
取説を読み、ポットを事前に湯で温めて置くことで、保温効果が上がった。
夏場の今、香り良いアイスコーヒーにして本品を使用している。
","1,4",3.0,1
ポットはいいですね。,"ポットはいいですね。
味は良いですよ。
",5,4.0,2
音が気になる,"音が気になる
期待していた保温機能はそこそこですが淹れて放置していると容器からキュルキュルみたいな音がします
結構気になるので蓋を緩めるなどして対応してますが毎回なのでちょっと困ります",1,4.0,0
安心と信頼のサーモス,"安心と信頼のサーモス
家に置いてみると結構大きかったです。
手入れは楽で、保温がしっかりしているのでしばらく置いておいても温かいままです。
",1,4.0,1
